time_d,temperature_c,relative_humidity_pct
29.305233904585624,31.16252,61.63985
29.346919870310497,31.09499,61.78521
29.38860583603537,31.02746,61.93057
29.430291801760244,30.95993,62.07593
29.471977767485118,30.8924,62.22129
29.51366373320999,30.82486,62.36665
29.555349698934865,30.75733,62.512
29.59703566465974,30.6898,62.65736
29.638721630384612,30.62227,62.80272
29.680407596109486,30.55474,62.94808
29.72209356183436,30.48721,63.09344
29.763779527559233,30.41968,63.2388
29.805465493284107,30.35215,63.38416
29.84715145900898,30.28461,63.52952
29.888837424733854,30.21708,63.67488
29.930523390458728,30.14955,63.82024
29.9722093561836,30.08202,63.96559
30.013895321908475,30.0354,64.07331
30.05558128763335,30.03061,64.10574
30.097267253358222,30.02581,64.13817
30.138953219083096,30.02102,64.17061
30.18063918480797,30.01623,64.20304
30.222325150532843,30.01143,64.23547
30.264011116257716,30.00664,64.2679
30.30569708198259,30.00184,64.30033
30.347383047707464,29.99705,64.33276
30.389069013432337,29.99226,64.3652
30.43075497915721,29.98746,64.39763
30.472440944882084,29.98267,64.43006
30.514126910606958,29.97788,64.46249
30.55581287633183,29.97308,64.49492
30.597498842056705,29.96829,64.52735
30.63918480778158,29.96349,64.55979
30.680870773506452,29.9587,64.59222
30.722556739231326,29.95391,64.62465
30.7642427049562,29.94911,64.65708
30.805928670681073,29.94432,64.68951
30.847614636405947,29.93952,64.72194
30.88930060213082,29.93473,64.75438
30.930986567855694,29.92994,64.78681
30.972672533580567,29.92514,64.81924
31.01435849930544,29.92703,64.84237
31.056044465030315,29.94162,64.84779
31.09773043075519,29.95621,64.8532
31.139416396480062,29.9708,64.85862
31.181102362204935,29.98539,64.86404
31.22278832792981,29.99998,64.86946
31.264474293654683,30.01457,64.87488
31.306160259379556,30.02916,64.8803
31.34784622510443,30.04375,64.88572
31.389532190829303,30.05834,64.89114
31.431218156554177,30.07293,64.89656
31.47290412227905,30.08752,64.90198
31.514590088003924,30.10211,64.9074
31.556276053728798,30.1167,64.91282
31.59796201945367,30.13129,64.91824
31.639647985178545,30.14588,64.92365
31.68133395090342,30.16047,64.92907
31.723019916628292,30.17506,64.93449
